"date" "nazva" "TSP" "SO2" "CO" "NO2" "NO" "H2S" "C6H6O" "NH3" "CH2O"
2015-07-13 "ПСЗ-2" NA 0.008 2 0.075 NA 0.0017 0.001 0.017 0.011
2015-07-13 "ПСЗ-3" NA 0.008 2 0.09 0.03 0.001 3e-04 0.007 0.005
2015-07-13 "ПСЗ-6" 0.35 0.008 3 0.085 NA 7e-04 0.001 0.023 0.0065
2015-07-13 "ПСЗ-7" NA 0.009 4 0.055 NA 0.0017 0.0023 0.027 0.008
2015-07-14 "ПСЗ-1" NA 0.005 2 0.085 NA 0.001 0.0015 0.018 0.0085
2015-07-14 "ПСЗ-2" NA 0.006 3 0.105 NA 0.002 0.002 0.02 0.013
2015-07-14 "ПСЗ-3" NA 0.002 2 0.057 0.033 2e-04 8e-04 0.022 0.0055
2015-07-14 "ПСЗ-6" 0.4 0.004 3 0.067 NA 8e-04 5e-04 0.03 0.005
2015-07-14 "ПСЗ-7" NA 0.005 2 0.09 NA 0.0023 0.0028 0.038 0.01
2015-07-15 "ПСЗ-1" NA 0.01 2 0.05 NA 8e-04 0 0.012 0.0095
2015-07-15 "ПСЗ-2" NA 0.007 3 0.08 NA 8e-04 8e-04 0.018 0.0115
2015-07-15 "ПСЗ-3" NA 0.008 2 0.067 0.04 8e-04 2e-04 0.017 0.011
2015-07-15 "ПСЗ-6" 0.55 0.006 2 0.047 NA 0.0023 8e-04 0.022 0.013
2015-07-15 "ПСЗ-7" NA 0.009 2 0.077 NA 8e-04 0.0015 0.028 0.0075
2015-07-16 "ПСЗ-1" NA 0.013 3 0.065 NA 0.0012 8e-04 0.018 0.0085
2015-07-16 "ПСЗ-2" NA 0.011 2 0.055 NA 0.0018 0.0015 0.022 0.0235
2015-07-16 "ПСЗ-3" NA 0.01 3 0.05 0.033 0.001 8e-04 0.012 0.0165
2015-07-16 "ПСЗ-6" 0.45 0.026 2 0.067 NA 0.0018 0.0025 0.03 0.016
2015-07-16 "ПСЗ-7" NA 0.015 3 0.07 NA 0.0012 2e-04 0.02 0.014
2015-07-17 "ПСЗ-1" NA 0.012 2 0.045 NA 0.0012 0.0018 0.032 0.01
2015-07-17 "ПСЗ-2" NA 0.01 4 0.095 NA 0.0015 0.0018 0.032 0.018
2015-07-17 "ПСЗ-3" NA 0.008 2 0.053 0.023 0.0018 0.0018 0.028 0.014
2015-07-17 "ПСЗ-6" 0.55 0.008 2 0.083 NA 0.0018 0.0018 0.03 0.0075
2015-07-17 "ПСЗ-7" NA 0.012 2 0.047 NA 0.0015 0.0023 0.03 0.009
2015-07-18 "ПСЗ-1" NA 0.014 3 0.07 NA 0.0015 0.0015 0.022 0.0055
2015-07-18 "ПСЗ-2" NA 0.007 2 0.065 NA 0.0012 0.002 0.018 0.009
2015-07-18 "ПСЗ-3" NA 0.008 2 0.053 0.033 0.001 0.0015 0.03 0.01
2015-07-18 "ПСЗ-6" 0.6 0.013 2 0.08 NA 0.0015 0.0012 0.025 0.009
2015-07-18 "ПСЗ-7" NA 0.015 3 0.073 NA 0.0012 5e-04 0.022 0.013
2015-07-20 "ПСЗ-1" NA 0.01 3 0.06 NA 0.0017 0.0037 0.047 0.0135
2015-07-20 "ПСЗ-2" NA 0.01 4 0.14 NA 0.002 0.0023 0.053 0.0125
2015-07-20 "ПСЗ-3" NA 0.01 2 0.095 0.055 0.0017 0.002 0.027 0.0135
2015-07-20 "ПСЗ-6" 0.55 0.019 4 0.095 NA 0.0013 0 0.03 0.014
2015-07-20 "ПСЗ-7" NA 0.012 4 0.095 NA 0.0017 0.0027 0.023 0.0085
2015-07-21 "ПСЗ-1" NA 0.008 2 0.075 NA 0.001 8e-04 0.018 0.0105
2015-07-21 "ПСЗ-2" NA 0.012 2 0.08 NA 0.0015 8e-04 0.025 0.01
2015-07-21 "ПСЗ-3" NA 0.009 2 0.067 0.033 5e-04 8e-04 0.012 0.006
2015-07-21 "ПСЗ-6" 0.45 0.01 2 0.073 NA 0.0012 0.0018 0.022 0.0075
2015-07-21 "ПСЗ-7" NA 0.007 2 0.067 NA 5e-04 0.001 0.02 0.0095
2015-07-22 "ПСЗ-1" NA 0.01 2 0.1 NA 0.0012 0.0015 0.028 0.0105
2015-07-22 "ПСЗ-2" NA 0.014 2 0.09 NA 0.002 0.0025 0.02 0.016
2015-07-22 "ПСЗ-3" NA 0.01 2 0.087 0.04 8e-04 5e-04 0.022 0.01
2015-07-22 "ПСЗ-6" 0.9 0.016 2 0.11 NA 0.0015 0.0028 0.04 0.016
2015-07-22 "ПСЗ-7" NA 0.007 3 0.067 NA 5e-04 0.0012 0.028 0.008
2015-07-23 "ПСЗ-1" NA 0.006 3 0.075 NA 0.0018 0.002 0.032 0.0155
2015-07-23 "ПСЗ-2" NA 0.01 3 0.075 NA 0.002 0.0018 0.028 0.011
2015-07-23 "ПСЗ-6" 0.85 0.009 4 0.09 NA 0.002 0.0025 0.04 0.028
2015-07-24 "ПСЗ-1" NA 0.01 4 0.11 NA 0.002 0.0028 0.042 0.008
2015-07-24 "ПСЗ-2" NA 0.009 4 0.095 NA 0.0028 0.0038 0.032 0.018
2015-07-24 "ПСЗ-6" 0.95 0.012 3 0.107 NA 0.0018 0.0018 0.04 0.015
2015-07-25 "ПСЗ-1" NA 0.011 4 0.125 NA 0.002 0.0032 0.03 0.022
2015-07-25 "ПСЗ-2" NA 0.01 2 0.1 NA 0.0028 0.0023 0.025 0.018
2015-07-25 "ПСЗ-6" 1.45 0.019 2 0.123 NA 0.0025 0.0018 0.048 0.019
2015-07-27 "ПСЗ-1" NA 0.01 3 0.125 NA 0.002 0.0027 0.037 0.018
2015-07-27 "ПСЗ-2" NA 0.014 3 0.125 NA 0.003 0.0027 0.033 0.02
2015-07-27 "ПСЗ-6" 0.7 0.008 2 0.07 NA 0.003 0.0027 0.033 0.012
2015-07-28 "ПСЗ-1" NA 0.006 2 0.08 NA 0.0012 0.001 0.022 0.0115
2015-07-28 "ПСЗ-2" NA 0.102 2 0.095 NA 0.0018 0.0015 0.032 0.014
2015-07-28 "ПСЗ-6" 0.8 0.015 2 0.087 NA 0.0023 0.003 0.048 0.02
2015-07-29 "ПСЗ-1" NA 0.014 2 0.065 NA 0.0025 0.0015 0.038 0.017
2015-07-29 "ПСЗ-2" NA 0.106 2 0.11 NA 0.0028 0.0015 0.038 0.022
2015-07-29 "ПСЗ-3" NA 0.008 2 0.073 0.04 0.0015 0.0012 0.018 0.0155
2015-07-29 "ПСЗ-6" 0.9 0.017 2 0.09 NA 0.002 0.0023 0.025 0.02
2015-07-29 "ПСЗ-7" NA 0.013 3 0.083 NA 0.0015 0.0028 0.038 0.022
2015-07-30 "ПСЗ-1" NA 0.012 4 0.115 NA 0.0032 0.0028 0.055 0.0325
2015-07-30 "ПСЗ-2" NA 0.109 4 0.165 NA 0.0038 0.003 0.048 0.0215
2015-07-30 "ПСЗ-3" NA 0.012 2 0.08 0.043 0.001 0.0023 0.032 0.013
2015-07-30 "ПСЗ-6" 0.75 0.008 4 0.07 NA 0.001 0.0018 0.015 0.0125
2015-07-30 "ПСЗ-7" NA 0.008 4 0.07 NA 0.001 0.0018 0.015 0.0125
2015-08-01 "ПСЗ-1" NA 0.01 2 0.055 NA 0.0015 0.0015 0.022 0.011
2015-08-01 "ПСЗ-2" NA 0.012 2 0.075 NA 0.002 0.001 0.025 0.012
2015-08-01 "ПСЗ-3" NA 0.008 2 0.043 0.023 0.0015 0.0012 0.015 0.009
2015-08-01 "ПСЗ-6" 1.5 0.017 2 0.087 NA 0.0025 0.0018 0.042 0.026
2015-08-01 "ПСЗ-7" NA 0.01 2 0.057 NA 5e-04 2e-04 0.015 0.0095
2015-08-03 "ПСЗ-1" NA 0.006 2 0.045 NA 0.0017 0.0023 0.017 0.0275
2015-08-03 "ПСЗ-2" NA 0.008 2 0.06 NA 0.0017 0.002 0.017 0.0335
2015-08-03 "ПСЗ-3" NA 0.006 2 0.045 0.025 0.0027 0.0017 0.01 0.043
2015-08-03 "ПСЗ-6" 1.25 0.013 3 0.055 NA 0.0033 0.0023 0.01 0.0405
2015-08-03 "ПСЗ-7" NA 0.008 2 0.055 NA 0.0023 0.0017 0.017 0.016
2015-08-04 "ПСЗ-1" NA 0.009 4 0.03 NA 0.0018 0.0023 0.012 0.0365
2015-08-04 "ПСЗ-2" NA 0.014 4 0.065 NA 0.002 0.0023 0.022 0.0295
2015-08-04 "ПСЗ-3" NA 0.01 2 0.053 0.03 0.002 0.001 0.015 0.0285
2015-08-04 "ПСЗ-6" 1.6 0.023 3 0.053 NA 0.0048 0.005 0.028 0.029
2015-08-04 "ПСЗ-7" NA 0.009 2 0.037 NA 0.0012 0.002 0.02 0.0365
2015-08-05 "ПСЗ-1" NA 0.015 3 0.035 NA 0.002 0.001 0.018 0.0385
2015-08-05 "ПСЗ-2" NA 0.011 3 0.045 NA 0.0023 0.0012 0.012 0.0395
2015-08-05 "ПСЗ-3" NA 0.014 3 0.04 0.02 0.0018 0.001 0.012 0.025
2015-08-05 "ПСЗ-6" 1.05 0.018 4 0.077 NA 0.004 0.0065 0.042 0.0395
2015-08-05 "ПСЗ-7" NA 0.01 3 0.077 NA 0.0015 0.0015 0.025 0.029
2015-08-06 "ПСЗ-1" NA 0.01 3 0.025 NA 0.002 0.0012 0.022 0.0185
2015-08-06 "ПСЗ-2" NA 0.016 2 0.055 NA 0.0023 0.0018 0.02 0.0215
2015-08-06 "ПСЗ-3" NA 0.011 2 0.08 0.033 0.002 0.0015 0.018 0.023
2015-08-06 "ПСЗ-6" 1.5 0.019 3 0.09 NA 0.0042 0.0045 0.035 0.0385
2015-08-06 "ПСЗ-7" NA 0.013 2 0.097 NA 0.0015 0.0015 0.022 0.0335
2015-08-07 "ПСЗ-1" NA 0.015 4 0.065 NA 0.002 0.0015 0.022 0.0145
2015-08-07 "ПСЗ-2" NA 0.016 4 0.075 NA 0.0018 0.0015 0.022 0.0205
2015-08-07 "ПСЗ-3" NA 0.014 2 0.073 0.043 0.001 0.0012 0.025 0.016
2015-08-07 "ПСЗ-6" 1.2 0.022 3 0.123 NA 0.0035 0.0045 0.053 0.0315
2015-08-07 "ПСЗ-7" NA 0.012 4 0.073 NA 0.0018 0.0015 0.025 0.0255
2015-08-08 "ПСЗ-1" NA 0.01 3 0.09 NA 0.002 0.0025 0.035 0.017
2015-08-08 "ПСЗ-2" NA 0.008 3 0.075 NA 0.002 0.0025 0.032 0.0175
2015-08-08 "ПСЗ-3" NA 0.008 2 0.07 0.04 0.002 0.0018 0.025 0.012
2015-08-08 "ПСЗ-6" 0.85 0.014 3 0.137 NA 0.003 0.0038 0.04 0.029
2015-08-08 "ПСЗ-7" NA 0.009 3 0.073 NA 0.002 0.0015 0.025 0.015
2015-08-10 "ПСЗ-1" NA 0.012 2 0.07 NA 0.002 0.0013 0.017 0.036
2015-08-10 "ПСЗ-2" NA 0.013 3 0.07 NA 0.0033 0.0023 0.033 0.0465
2015-08-10 "ПСЗ-3" NA 0.012 2 0.05 0.025 0.0017 0.0013 0.017 0.017
2015-08-10 "ПСЗ-6" 1.3 0.019 3 0.08 NA 0.0037 0.0043 0.04 0.024
2015-08-10 "ПСЗ-7" NA 0.011 2 0.06 NA 0.0017 0.0023 0.017 0.0165
2015-08-11 "ПСЗ-1" NA 0.013 2 0.045 NA 0.0023 0.0012 0.022 0.0335
2015-08-11 "ПСЗ-2" NA 0.02 2 0.065 NA 0.003 0.0015 0.042 0.038
2015-08-11 "ПСЗ-3" NA 0.013 3 0.097 0.053 0.0023 0.0012 0.022 0.0385
2015-08-11 "ПСЗ-6" 0.9 0.023 4 0.083 NA 0.0032 0.003 0.038 0.03
2015-08-11 "ПСЗ-7" NA 0.013 2 0.053 NA 0.0015 0.0012 0.038 0.026
2015-08-12 "ПСЗ-1" NA 0.012 4 0.075 NA 0.0018 0.0018 0.04 0.021
2015-08-12 "ПСЗ-2" NA 0.015 2 0.055 NA 0.002 0.0015 0.038 0.039
2015-08-12 "ПСЗ-3" NA 0.013 3 0.06 0.033 0.0012 0.0012 0.022 0.029
2015-08-12 "ПСЗ-6" 0.75 0.019 3 0.07 NA 0.0023 0.0028 0.018 0.0305
2015-08-12 "ПСЗ-7" NA 0.015 2 0.053 NA 0.0015 0.001 0.022 0.0195
2015-08-13 "ПСЗ-1" NA 0.014 2 0.04 NA 0.0012 0.0012 0.022 0.0225
2015-08-13 "ПСЗ-2" NA 0.016 4 0.045 NA 0.0012 0.0018 0.032 0.0355
2015-08-13 "ПСЗ-3" NA 0.013 4 0.055 0.033 0.0015 0.0012 0.018 0.012
2015-08-13 "ПСЗ-6" 0.6 0.026 3 0.097 NA 0.0028 0.0035 0.042 0.0185
2015-08-13 "ПСЗ-7" NA 0.013 4 0.043 NA 0.0018 0.0012 0.022 0.015
2015-08-14 "ПСЗ-1" NA 0.008 2 0.03 NA 0.002 0.0012 0.028 0.02
2015-08-14 "ПСЗ-2" NA 0.011 2 0.065 NA 0.0018 0.0015 0.035 0.024
2015-08-14 "ПСЗ-3" NA 0.013 4 0.023 0.007 0.001 8e-04 0.02 0.029
2015-08-14 "ПСЗ-6" 1.3 0.017 4 0.047 NA 0.0025 0.0028 0.05 0.035
2015-08-14 "ПСЗ-7" NA 0.007 4 0.03 NA 0.0015 0.001 0.018 0.0215
2015-08-15 "ПСЗ-1" NA 0.008 2 0.035 NA 0.0012 0.0012 0.015 0.0195
2015-08-15 "ПСЗ-2" NA 0.01 2 0.07 NA 0.0023 0.0018 0.025 0.0215
2015-08-15 "ПСЗ-3" NA 0.013 2 0.05 0.02 0.0012 0.0012 0.018 0.018
2015-08-15 "ПСЗ-6" 1.25 0.012 3 0.057 NA 0.003 0.0028 0.03 0.0305
2015-08-15 "ПСЗ-7" NA 0.007 2 0.05 NA 8e-04 0.001 0.018 0.0145
2015-08-17 "ПСЗ-1" NA 0.008 2 0.045 NA 0.0013 7e-04 0.017 0.014
2015-08-17 "ПСЗ-2" NA 0.009 2 0.07 NA 0.002 0.0013 0.023 0.0285
2015-08-17 "ПСЗ-3" NA 0.014 2 0.045 0.035 0.001 0.0013 0.02 0.016
2015-08-17 "ПСЗ-6" 1.55 0.021 2 0.1 NA 0.0027 0.0033 0.043 0.025
2015-08-17 "ПСЗ-7" NA 0.012 2 0.05 NA 7e-04 0.0013 0.017 0.0145
2015-08-18 "ПСЗ-1" NA 0.012 2 0.04 NA 0.0012 0.001 0.02 0.0245
2015-08-18 "ПСЗ-2" NA 0.016 2 0.04 NA 0.0015 0.0018 0.025 0.024
2015-08-18 "ПСЗ-3" NA 0.017 2 0.037 0.017 5e-04 0.001 0.015 0.0195
2015-08-18 "ПСЗ-6" 1.2 0.028 2 0.047 NA 0.0025 0.0035 0.042 0.029
2015-08-18 "ПСЗ-7" NA 0.013 2 0.043 NA 0.001 8e-04 0.012 0.0185
2015-08-19 "ПСЗ-1" NA 0.012 3 0.065 NA 0.0012 5e-04 0.028 0.014
2015-08-19 "ПСЗ-2" NA 0.014 2 0.075 NA 0.0018 0.002 0.03 0.0195
2015-08-19 "ПСЗ-3" NA 0.007 3 0.067 0.043 0.002 0.0012 0.022 0.018
2015-08-19 "ПСЗ-6" 0.95 0.015 3 0.1 NA 0.0035 0.003 0.048 0.018
2015-08-19 "ПСЗ-7" NA 0.008 2 0.057 NA 0.0012 0.0012 0.015 0.0125
2015-08-20 "ПСЗ-1" NA 0.009 2 0.06 NA 8e-04 8e-04 0.018 0.0115
2015-08-20 "ПСЗ-2" NA 0.01 2 0.055 NA 0.0018 0.0018 0.02 0.0145
2015-08-20 "ПСЗ-3" NA 0.012 2 0.057 0.027 0.0012 0.001 0.022 0.018
2015-08-20 "ПСЗ-6" 1 0.019 2 0.097 NA 0.0025 0.0025 0.038 0.0235
2015-08-20 "ПСЗ-7" NA 0.009 2 0.057 NA 0.001 0.0012 0.01 0.012
2015-08-21 "ПСЗ-1" NA 0.01 2 0.065 NA 5e-04 0.0015 0.025 0.013
2015-08-21 "ПСЗ-2" NA 0.012 2 0.075 NA 0.002 0.0015 0.028 0.015
2015-08-21 "ПСЗ-3" NA 0.009 2 0.067 0.037 0.002 0.0015 0.03 0.012
2015-08-21 "ПСЗ-6" 0.45 0.021 3 0.073 NA 0.0032 0.0035 0.05 0.0205
2015-08-21 "ПСЗ-7" NA 0.008 2 0.057 NA 0.001 0.0012 0.015 0.0125
2015-08-25 "ПСЗ-1" NA 0.008 2 0.075 NA 0.0017 0.002 0.037 0.0175
2015-08-25 "ПСЗ-2" NA 0.016 2 0.06 NA 0.0027 0.0033 0.033 0.019
2015-08-25 "ПСЗ-3" NA 0.009 3 0.055 0.04 0.0013 0.0017 0.03 0.02
2015-08-25 "ПСЗ-6" 0.85 0.014 2 0.07 NA 0.0033 0.0043 0.047 0.024
2015-08-25 "ПСЗ-7" NA 0.01 3 0.07 NA 0.002 0.0017 0.03 0.019
2015-08-26 "ПСЗ-1" NA 0.015 4 0.125 NA 0.0028 0.0023 0.04 0.0245
2015-08-26 "ПСЗ-2" NA 0.013 3 0.13 NA 0.0032 0.0025 0.038 0.019
2015-08-26 "ПСЗ-3" NA 0.013 2 0.103 0.06 0.0018 0.002 0.038 0.0145
2015-08-26 "ПСЗ-6" 1.15 0.02 5 0.14 NA 0.0032 0.0032 0.062 0.03
2015-08-26 "ПСЗ-7" NA 0.008 3 0.083 NA 0.002 0.0028 0.032 0.0145
2015-08-27 "ПСЗ-1" NA 0.011 3 0.08 NA 0.002 0.0015 0.035 0.0195
2015-08-27 "ПСЗ-2" NA 0.016 3 0.085 NA 0.0025 0.0023 0.068 0.0155
2015-08-27 "ПСЗ-3" NA 0.016 2 0.09 0.06 0.0015 0.0018 0.03 0.02
2015-08-27 "ПСЗ-6" 0.5 0.016 4 0.09 NA 0.001 0.0015 0.038 0.0185
2015-08-27 "ПСЗ-7" NA 0.019 3 0.103 NA 0.0023 0.0025 0.038 0.0245
2015-08-28 "ПСЗ-1" NA 0.014 3 0.065 NA 0.0015 0.002 0.025 0.0175
2015-08-28 "ПСЗ-2" NA 0.014 2 0.065 NA 0.0012 0.0012 0.025 0.0135
2015-08-28 "ПСЗ-3" NA 0.009 2 0.07 0.05 0.001 0.001 0.018 0.013
2015-08-28 "ПСЗ-6" 0.7 0.016 3 0.073 NA 0.0015 0.002 0.028 0.0125
2015-08-28 "ПСЗ-7" NA 0.012 3 0.057 NA 0.0012 0.0015 0.025 0.0135
2015-08-29 "ПСЗ-1" NA 0.016 2 0.11 NA 0.0015 0.002 0.055 0.014
2015-08-29 "ПСЗ-2" NA 0.111 2 0.085 NA 0.0012 0.0025 0.05 0.0125
2015-08-29 "ПСЗ-3" NA 0.012 2 0.09 0.06 0.0012 0.0018 0.028 0.0115
2015-08-29 "ПСЗ-6" 1 0.012 2 0.09 NA 0.0012 0.0012 0.03 0.0145
2015-08-29 "ПСЗ-7" NA 0.013 2 0.09 NA 0.0012 0.0028 0.035 0.013
2015-08-31 "ПСЗ-1" NA 0.007 2 0.06 NA 0.0017 0.0017 0.033 0.017
2015-08-31 "ПСЗ-2" NA 0.012 3 0.045 NA 0.0017 0.0023 0.047 0.0165
2015-08-31 "ПСЗ-3" NA 0.008 2 0.04 0.025 0.001 0.0013 0.03 0.013
2015-08-31 "ПСЗ-6" 1.4 0.01 2 0.065 NA 0.001 7e-04 0.037 0.0215
2015-08-31 "ПСЗ-7" NA 0.011 3 0.07 NA 0.0027 0.0023 0.05 0.017
2015-09-01 "ПСЗ-1" NA 0.014 2 0.035 NA 0.0023 0.0015 0.035 0.0075
2015-09-01 "ПСЗ-2" NA 0.019 4 0.04 NA 0.0023 0.0025 0.07 0.019
2015-09-01 "ПСЗ-3" NA 0.011 3 0.073 0.043 0.002 0.0018 0.042 0.01
2015-09-01 "ПСЗ-6" 1.3 0.013 3 0.053 NA 0.0018 0.0012 0.032 0.0135
2015-09-01 "ПСЗ-7" NA 0.016 4 0.073 NA 0.004 0.0032 0.125 0.0205
2015-09-02 "ПСЗ-1" NA 0.009 2 0.03 NA 5e-04 0.0018 0.02 0.0495
2015-09-02 "ПСЗ-2" NA 0.01 2 0.065 NA 0.0023 0.002 0.03 0.0465
2015-09-02 "ПСЗ-3" NA 0.013 2 0.023 0.02 0.001 0.0018 0.015 0.029
2015-09-02 "ПСЗ-6" 1.2 0.012 2 0.027 NA 8e-04 0.0012 0.015 0.025
2015-09-02 "ПСЗ-7" NA 0.025 4 0.04 NA 0.0028 0.0032 0.038 0.048
2015-09-03 "ПСЗ-1" NA 0.018 2 0.035 NA 0.002 0.0025 0.02 0.046
2015-09-03 "ПСЗ-2" NA 0.018 2 0.04 NA 0.0023 0.0032 0.028 0.0175
2015-09-03 "ПСЗ-3" NA 0.019 4 0.067 0.027 0.0012 0.0015 0.015 0.0145
2015-09-03 "ПСЗ-6" 1.45 0.014 3 0.033 NA 0.0018 0.0012 0.018 0.0375
2015-09-03 "ПСЗ-7" NA 0.023 2 0.053 NA 0.0032 0.0025 0.035 0.0325
2015-09-04 "ПСЗ-1" NA 0.019 2 0.07 NA 0.0015 0.0025 0.028 0.0165
2015-09-04 "ПСЗ-2" NA 0.016 2 0.055 NA 0.0015 0.0028 0.028 0.0105
2015-09-04 "ПСЗ-3" NA 0.02 2 0.1 0.057 0.0015 0.0028 0.022 0.0115
2015-09-04 "ПСЗ-6" 1.75 0.017 2 0.057 NA 0.002 0.002 0.018 0.008
2015-09-04 "ПСЗ-7" NA 0.019 2 0.107 NA 0.0015 0.0025 0.03 0.015
2015-09-05 "ПСЗ-1" NA 0.012 2 0.045 NA 5e-04 8e-04 0.018 0.008
2015-09-05 "ПСЗ-2" NA 0.016 2 0.05 NA 8e-04 0.0012 0.012 0.0075
2015-09-05 "ПСЗ-3" NA 0.017 2 0.053 0.033 8e-04 8e-04 0.015 0.0065
2015-09-05 "ПСЗ-6" 0.85 0.009 2 0.057 NA 5e-04 0.001 0.012 0.0115
2015-09-05 "ПСЗ-7" NA 0.016 2 0.05 NA 0.0012 0.0018 0.022 0.012
2015-09-07 "ПСЗ-1" NA 0.007 2 0.015 NA 7e-04 0.0027 0.01 0.0115
2015-09-07 "ПСЗ-2" NA 0.01 2 0.02 NA 0.0013 0.0017 0.013 0.0245
2015-09-07 "ПСЗ-3" NA 0.01 2 0.115 0.035 0.001 0.001 0.013 0.016
2015-09-07 "ПСЗ-6" 1.1 0.012 2 0.095 NA 0.001 0.001 0.013 0.0205
2015-09-07 "ПСЗ-7" NA 0.007 2 0.035 NA 0.0017 0.002 0.013 0.0205
2015-09-08 "ПСЗ-1" NA 0.016 2 0.045 NA 0.0015 0.0018 0.018 0.0295
2015-09-08 "ПСЗ-2" NA 0.017 2 0.095 NA 0.0023 0.0018 0.012 0.012
2015-09-08 "ПСЗ-3" NA 0.012 2 0.06 0.02 0.0012 0.0015 0.012 0.025
2015-09-08 "ПСЗ-6" 0.7 0.015 2 0.097 NA 8e-04 0.001 0.012 0.0235
2015-09-08 "ПСЗ-7" NA 0.016 2 0.093 NA 0.003 0.0028 0.02 0.0325
2015-09-09 "ПСЗ-1" NA 0.01 2 0.04 NA 8e-04 8e-04 0.01 0.0305
2015-09-09 "ПСЗ-2" NA 0.01 2 0.025 NA 8e-04 0.001 0.01 0.0105
2015-09-09 "ПСЗ-3" NA 0.01 2 0.087 0.043 0.0012 8e-04 0.012 0.0175
2015-09-09 "ПСЗ-6" 0.85 0.012 2 0.033 NA 0.001 0.0015 0.008 0.0095
2015-09-09 "ПСЗ-7" NA 0.01 2 0.077 NA 5e-04 0.0015 0.012 0.0115
2015-09-10 "ПСЗ-1" NA 0.012 2 0.03 NA 0.0023 0.001 0.015 0.033
2015-09-10 "ПСЗ-2" NA 0.016 2 0.04 NA 0.0018 0.001 0.012 0.02
2015-09-10 "ПСЗ-3" NA 0.012 2 0.137 0.073 0.001 0.0012 0.012 0.01
2015-09-10 "ПСЗ-6" 1.4 0.012 2 0.093 NA 0.0025 0.0018 0.025 0.028
2015-09-10 "ПСЗ-7" NA 0.006 2 0.083 NA 0.0012 0.0012 0.012 0.0095
2015-09-11 "ПСЗ-1" NA 0.01 2 0.045 NA 0.001 0.0012 0.015 0.016
2015-09-11 "ПСЗ-2" NA 0.01 2 0.055 NA 0.0015 0.0018 0.018 0.0155
2015-09-11 "ПСЗ-3" NA 0.014 2 0.037 0.023 0.0012 0.0018 0.02 0.014
2015-09-11 "ПСЗ-6" 0.9 0.023 2 0.07 NA 0.0018 0.002 0.032 0.025
2015-09-11 "ПСЗ-7" NA 0.012 2 0.087 NA 0.0012 0.0015 0.015 0.0275
2015-09-12 "ПСЗ-1" NA 0.01 2 0.05 NA 5e-04 0.0015 0.018 0.012
2015-09-12 "ПСЗ-2" NA 0.007 1 0.035 NA 0.0012 0.002 0.015 0.0095
2015-09-12 "ПСЗ-3" NA 0.011 2 0.047 0.03 2e-04 5e-04 0.012 0.0075
2015-09-12 "ПСЗ-6" 0.6 0.017 2 0.063 NA 8e-04 0.0015 0.02 0.0165
2015-09-12 "ПСЗ-7" NA 0.007 2 0.053 NA 0.0012 0.0023 0.018 0.0105
2015-09-14 "ПСЗ-1" NA 0.014 2 0.02 NA 7e-04 7e-04 0.01 0.005
2015-09-14 "ПСЗ-2" NA 0.016 2 0.03 NA 3e-04 7e-04 0.017 0.0065
2015-09-14 "ПСЗ-3" NA 0.012 2 0.23 0.03 3e-04 0.001 0.007 0.0195
2015-09-14 "ПСЗ-6" 0.65 0.025 2 0.015 NA 0.001 0.0017 0.01 0.0025
2015-09-14 "ПСЗ-7" NA 0.014 2 0.035 NA 3e-04 0.001 0.01 0.0045
2015-09-15 "ПСЗ-1" NA 0.014 2 0.035 NA 5e-04 0.001 0.01 0.012
2015-09-15 "ПСЗ-2" NA 0.013 1 0.03 NA 5e-04 5e-04 0.012 0.009
2015-09-15 "ПСЗ-3" NA 0.009 2 0.037 0.017 5e-04 5e-04 0.01 0.0115
2015-09-15 "ПСЗ-6" 0.85 0.013 2 0.127 NA 0.001 5e-04 0.008 0.013
2015-09-15 "ПСЗ-7" NA 0.01 1 0.02 NA 5e-04 8e-04 0.008 0.015
2015-09-16 "ПСЗ-1" NA 0.016 1 0.055 NA 0.001 0.0015 0.015 0.014
2015-09-16 "ПСЗ-2" NA 0.013 2 0.045 NA 0.001 0.001 0.018 0.014
2015-09-16 "ПСЗ-3" NA 0.015 1 0.063 0.037 8e-04 0.0012 0.012 0.0305
2015-09-16 "ПСЗ-6" 0.9 0.023 1 0.05 NA 5e-04 5e-04 0.012 0.011
2015-09-16 "ПСЗ-7" NA 0.022 2 0.027 NA 0.001 0.001 0.01 0.0245
2015-09-17 "ПСЗ-1" NA 0.016 2 0.07 NA 0.002 0.0025 0.032 0.0265
2015-09-17 "ПСЗ-2" NA 0.024 2 0.085 NA 0.0023 0.003 0.04 0.019
2015-09-17 "ПСЗ-3" NA 0.016 6 0.043 0.03 0.0015 0.0015 0.025 0.021
2015-09-17 "ПСЗ-6" 1.6 0.022 2 0.07 NA 8e-04 0.001 0.022 0.0105
2015-09-17 "ПСЗ-7" NA 0.023 2 0.03 NA 0.0028 0.0028 0.032 0.0155
2015-09-18 "ПСЗ-1" NA 0.014 2 0.07 NA 0.0025 0.003 0.035 0.018
2015-09-18 "ПСЗ-2" NA 0.022 3 0.08 NA 0.003 0.0032 0.045 0.0135
2015-09-18 "ПСЗ-3" NA 0.019 2 0.053 0.047 0.0018 0.0018 0.025 0.0185
2015-09-18 "ПСЗ-6" 1.5 0.019 2 0.047 NA 0.0018 0.0015 0.03 0.0185
2015-09-18 "ПСЗ-7" NA 0.019 2 0.06 NA 0.0018 0.0018 0.03 0.016
2015-09-19 "ПСЗ-1" NA 0.011 2 0.055 NA 0.002 0.0028 0.053 0.013
